campaign_id,campaign_name,channel,region,impressions,clicks,conversions,cost,revenue,start_date,end_date
2280,Spring Promo,Twitter,Africa,221818,3220,121,3647.58,9741.49,2024-08-25,2024-09-03
2281,Autumn Deals,Facebook,Europe,402070,1390,340,302.38,5866.79,2024-11-10,2024-11-20
2282,Summer Sale,Twitter,Africa,125902,309,144,996.36,1747.39,2025-03-29,2025-04-08
2283,Spring Promo,Facebook,Europe,289025,1566,157,3426.75,7001.89,2024-07-21,2024-07-24
2284,Autumn Deals,Twitter,Africa,41608,4115,359,2261.41,10606.02,2024-08-29,2024-09-08
2285,Summer Sale,Instagram,Europe,373266,4438,146,3292.66,3375.68,2024-11-08,2024-11-23
2286,Mega Campaign,Twitter,Asia,297376,135,27,3409.8,7471.07,2025-02-06,2025-02-10
2287,Autumn Deals,Twitter,North America,320001,1051,420,2462.83,10426.47,2024-10-18,2024-10-29
2288,Summer Sale,LinkedIn,Australia,140710,192,170,2356.18,11513.5,2025-03-10,2025-03-19
2289,Spring Promo,Google Ads,South America,343610,376,96,1038.61,7865.81,2024-12-16,2024-12-20
2290,Summer Sale,LinkedIn,Europe,470344,1071,143,703.6,8648.03,2024-09-22,2024-10-06
2291,Spring Promo,Google Ads,Asia,447173,4934,480,460.66,5137.13,2024-09-22,2024-10-07
2292,Autumn Deals,Facebook,North America,314120,2645,80,1029.95,2161.04,2024-08-29,2024-09-12
2293,Mega Campaign,Instagram,Australia,44379,4358,398,3855.39,8274.9,2025-03-24,2025-04-04
2294,Mega Campaign,Facebook,South America,133779,3063,146,2013.97,2934.91,2024-12-13,2024-12-25
2295,Mega Campaign,Twitter,Africa,111955,3442,160,3045.04,5017.12,2024-05-11,2024-05-19
2296,Summer Sale,Twitter,Australia,24534,2264,471,1843.33,10750.03,2025-03-03,2025-03-11
2297,Summer Sale,LinkedIn,South America,234989,2871,283,3501.08,7772.34,2024-07-14,2024-07-18
2298,Winter Blast,Instagram,Europe,170006,3455,321,3736.76,11670.89,2024-08-23,2024-08-31
2299,Mega Campaign,Facebook,Australia,348188,1995,142,386.07,9685.54,2025-02-28,2025-03-07
2300,Winter Blast,Facebook,Africa,127032,70,18,2894.42,9779.17,2024-05-21,2024-05-24
2301,Spring Promo,LinkedIn,Australia,2773,2638,108,577.52,4350.58,2024-07-01,2024-07-05
2302,Winter Blast,Twitter,Asia,74543,3933,399,4015.7,5703.91,2024-07-15,2024-07-19
2303,Winter Blast,Facebook,Asia,131831,4295,177,2149.36,2871.65,2025-04-24,2025-04-29
2304,Mega Campaign,Twitter,Europe,128827,3248,309,4112.21,10085.38,2024-10-27,2024-11-06
2305,Summer Sale,Facebook,South America,373734,102,78,2316.98,11784.01,2024-09-14,2024-09-20
2306,Summer Sale,Google Ads,Africa,212559,2318,375,329.05,9458.69,2025-01-10,2025-01-15
2307,Spring Promo,Google Ads,Africa,309040,2146,371,3481.68,13002.68,2024-07-31,2024-08-06
2308,Autumn Deals,LinkedIn,South America,264483,1835,473,4213.84,9068.33,2024-08-20,2024-08-30
2309,Summer Sale,Instagram,Africa,337441,1639,430,2723.4,8486.69,2024-11-01,2024-11-11
2310,Mega Campaign,Instagram,South America,321564,71,10,4601.87,13057.44,2024-11-30,2024-12-06
2311,Mega Campaign,Instagram,South America,125543,861,399,2728.48,10884.17,2024-12-01,2024-12-11
2312,Autumn Deals,LinkedIn,North America,421489,1992,267,3192.72,10174.97,2024-10-12,2024-10-26
2313,Autumn Deals,Twitter,Africa,73329,587,92,3303.25,3641.48,2025-02-07,2025-02-16
2314,Autumn Deals,Twitter,South America,168719,1341,346,1721.66,1979.73,2024-10-22,2024-11-01
2315,Autumn Deals,Google Ads,Europe,249398,841,484,3301.31,4621.97,2025-03-31,2025-04-03
2316,Winter Blast,Twitter,Africa,270376,1041,33,4288.4,7995.35,2024-06-17,2024-06-21
2317,Summer Sale,Google Ads,South America,125670,2107,258,4763.46,12235.77,2025-04-10,2025-04-23
2318,Summer Sale,Facebook,Asia,322900,2373,283,3967.5,13072.22,2025-02-24,2025-03-11
2319,Mega Campaign,Facebook,Australia,51221,77,43,3121.79,3464.9,2024-11-07,2024-11-14
2320,Summer Sale,Google Ads,North America,158949,3179,280,4466.68,14186.9,2024-07-25,2024-08-04
2321,Spring Promo,Google Ads,Africa,226232,4859,39,4855.29,6893.17,2025-01-24,2025-01-29
2322,Autumn Deals,Instagram,South America,147768,3945,424,4572.5,9591.93,2024-08-05,2024-08-11
2323,Mega Campaign,Twitter,Australia,342239,347,217,3865.9,8081.87,2024-09-23,2024-09-28
2324,Mega Campaign,Facebook,Australia,238977,4873,416,4206.27,12178.31,2024-06-01,2024-06-05
2325,Mega Campaign,Facebook,Australia,307828,922,232,3141.52,3880.5,2025-04-30,2025-05-14
2326,Spring Promo,Google Ads,North America,348357,1176,14,3616.3,12855.3,2024-10-23,2024-11-06
2327,Summer Sale,Google Ads,North America,395015,3678,74,3939.42,7555.23,2024-11-15,2024-11-19
2328,Mega Campaign,Google Ads,Africa,190276,2153,130,2264.81,10329.41,2024-09-22,2024-10-06
2329,Mega Campaign,Google Ads,Asia,74346,1790,392,1294.34,9673.51,2024-07-31,2024-08-05
2330,Spring Promo,Twitter,Australia,300926,1886,154,131.89,2664.38,2024-07-31,2024-08-12
2331,Winter Blast,LinkedIn,Europe,14041,2784,85,2826.99,4702.55,2024-09-25,2024-10-10
2332,Autumn Deals,Google Ads,Asia,475122,2233,478,713.44,3254.69,2025-03-06,2025-03-09
2333,Summer Sale,Instagram,Europe,172861,210,192,1104.91,8249.1,2025-02-20,2025-03-03
2334,Autumn Deals,LinkedIn,Africa,332650,2215,478,583.0,3450.58,2024-09-21,2024-09-24
2335,Autumn Deals,Instagram,South America,456638,4676,13,562.26,3052.41,2024-09-29,2024-10-13
2336,Spring Promo,Google Ads,Asia,53477,1626,45,3073.02,3516.26,2024-07-06,2024-07-14
2337,Winter Blast,Google Ads,Africa,334037,4594,132,4315.95,7020.71,2025-03-15,2025-03-26
2338,Summer Sale,Facebook,South America,171544,1802,240,3409.41,8237.29,2024-10-22,2024-10-25
2339,Autumn Deals,Google Ads,North America,384111,1376,204,2512.47,11632.72,2024-07-01,2024-07-16
2340,Summer Sale,Google Ads,Asia,273780,3893,310,2831.93,3537.13,2025-01-05,2025-01-14
2341,Autumn Deals,Facebook,North America,295789,2995,411,1866.29,10490.61,2024-09-05,2024-09-18
2342,Winter Blast,Facebook,Asia,313862,58,11,2927.23,7531.9,2024-11-27,2024-12-11
2343,Spring Promo,Twitter,North America,150580,3928,5,4311.36,9990.48,2025-04-14,2025-04-24
2344,Summer Sale,Google Ads,Asia,430760,2022,486,3428.54,10306.48,2024-06-28,2024-07-13
2345,Autumn Deals,LinkedIn,Australia,204811,1110,156,1960.84,5206.97,2024-05-26,2024-06-08
2346,Mega Campaign,Twitter,North America,136101,4564,496,3239.82,10273.59,2025-04-24,2025-05-04
2347,Mega Campaign,Twitter,North America,225255,2820,74,2209.51,8230.59,2025-02-22,2025-03-02
2348,Summer Sale,Twitter,South America,295420,4036,260,3924.41,4727.58,2024-11-16,2024-11-21
2349,Mega Campaign,Google Ads,Asia,94718,1926,243,3623.18,6851.49,2025-01-19,2025-01-26
2350,Winter Blast,Facebook,South America,283661,1181,129,2636.63,4928.98,2024-12-16,2024-12-22
2351,Spring Promo,Facebook,Africa,363098,4742,107,4630.11,4768.45,2025-01-13,2025-01-22
2352,Spring Promo,Instagram,Asia,277823,1292,156,3201.12,4281.59,2025-01-30,2025-02-05
2353,Summer Sale,Facebook,Africa,271292,295,73,1121.45,10450.42,2024-07-29,2024-08-05
2354,Summer Sale,Twitter,Australia,378582,168,80,1802.77,11257.54,2024-08-01,2024-08-14
2355,Autumn Deals,Twitter,South America,207423,355,8,4768.73,7946.74,2024-05-15,2024-05-19
2356,Spring Promo,Facebook,North America,379300,2582,162,4522.76,8825.15,2025-02-09,2025-02-23
2357,Winter Blast,Facebook,South America,399374,4432,461,3548.23,3660.75,2024-07-16,2024-07-31
2358,Summer Sale,Google Ads,Australia,194199,3861,227,644.98,3157.95,2024-09-15,2024-09-20
2359,Autumn Deals,Google Ads,South America,319813,849,146,3623.72,9611.24,2024-06-25,2024-07-06
2360,Spring Promo,Instagram,North America,376583,2516,198,1852.92,11048.47,2024-09-15,2024-09-27
2361,Winter Blast,Twitter,Africa,143924,3475,336,1268.71,10618.67,2024-11-22,2024-11-28
2362,Spring Promo,Google Ads,South America,154762,2807,313,3898.4,5224.71,2025-03-08,2025-03-12
2363,Autumn Deals,Facebook,Europe,95690,1441,430,1644.92,11616.24,2024-08-23,2024-08-29
2364,Winter Blast,Facebook,Africa,207912,4832,320,2530.09,8408.0,2025-04-10,2025-04-15
2365,Spring Promo,Google Ads,South America,439839,2874,271,3152.5,12631.67,2024-05-25,2024-05-30
2366,Autumn Deals,Twitter,South America,491087,4984,208,1564.54,2690.81,2024-11-17,2024-11-30
2367,Autumn Deals,Google Ads,Africa,282024,3019,379,2044.88,6543.8,2024-09-01,2024-09-06
2368,Summer Sale,Twitter,Europe,417020,4157,176,2657.99,9431.24,2025-03-13,2025-03-27
2369,Mega Campaign,Twitter,Europe,468684,1319,470,4295.68,4681.79,2024-09-26,2024-10-03
2370,Summer Sale,Google Ads,Africa,82171,3894,94,630.7,7577.76,2025-03-10,2025-03-13
2371,Summer Sale,Facebook,Asia,231802,88,32,4550.75,5574.64,2024-06-06,2024-06-12
2372,Mega Campaign,Facebook,North America,434994,2078,57,2981.45,9130.56,2024-06-17,2024-07-02
2373,Summer Sale,Google Ads,Asia,39041,337,226,535.58,3169.12,2025-03-23,2025-04-02
2374,Autumn Deals,Facebook,Asia,326723,480,441,4893.46,8940.77,2025-03-09,2025-03-12
2375,Spring Promo,Facebook,North America,278576,1692,38,3563.5,6825.67,2024-09-30,2024-10-07
2376,Autumn Deals,Google Ads,Europe,467689,2757,80,2454.38,11596.72,2024-05-27,2024-06-10
2377,Winter Blast,Twitter,Africa,19301,3556,69,1742.26,3951.82,2025-04-25,2025-04-30
2378,Winter Blast,Facebook,Europe,368111,130,11,1403.86,1827.53,2025-01-08,2025-01-22
2379,Mega Campaign,Facebook,Europe,41647,4057,340,4046.69,9675.82,2024-12-04,2024-12-08
2380,Winter Blast,Twitter,North America,312702,4072,390,2436.89,10436.71,2024-05-25,2024-06-08
2381,Spring Promo,Twitter,Africa,255349,710,343,3083.85,3394.93,2024-12-21,2025-01-05
2382,Spring Promo,Instagram,North America,497906,2936,477,2654.43,7153.83,2024-10-09,2024-10-22
2383,Autumn Deals,Google Ads,Africa,286848,5000,30,355.93,6484.08,2025-04-10,2025-04-21
2384,Autumn Deals,Twitter,North America,111515,2510,156,2382.43,3186.53,2024-08-10,2024-08-25
2385,Mega Campaign,LinkedIn,South America,191206,4749,473,4970.05,7143.57,2025-02-05,2025-02-11
2386,Autumn Deals,Instagram,North America,187910,1273,434,3656.99,7369.73,2024-07-24,2024-08-02
2387,Spring Promo,LinkedIn,Asia,167176,4632,332,3870.07,13001.63,2024-12-30,2025-01-02
2388,Spring Promo,Instagram,North America,348811,1518,367,968.85,2850.65,2024-12-30,2025-01-04
2389,Autumn Deals,Google Ads,South America,325986,2610,86,2776.27,10298.57,2024-12-01,2024-12-16
2390,Mega Campaign,Facebook,South America,108829,4921,105,170.79,10000.07,2024-07-13,2024-07-21
2391,Summer Sale,Instagram,Africa,185860,1344,91,247.44,6479.41,2024-10-08,2024-10-14
2392,Summer Sale,Twitter,Australia,286593,2420,298,1727.26,5264.0,2025-02-09,2025-02-17
2393,Summer Sale,Instagram,North America,359224,1574,35,4950.0,5465.85,2024-12-04,2024-12-09
2394,Autumn Deals,Google Ads,North America,130973,489,69,1718.12,4252.1,2025-04-21,2025-04-30
2395,Autumn Deals,Twitter,Europe,444508,2363,147,679.0,9408.59,2024-08-29,2024-09-05
2396,Spring Promo,LinkedIn,Africa,2693,2086,466,726.59,10703.95,2025-04-26,2025-05-07
2397,Summer Sale,Facebook,Australia,51433,4508,466,4180.27,10379.69,2024-11-17,2024-11-25
2398,Autumn Deals,Facebook,North America,77813,395,31,2052.02,2965.44,2024-06-05,2024-06-11
2399,Spring Promo,Instagram,Asia,313482,3282,124,2926.8,3857.78,2024-07-02,2024-07-11
2400,Summer Sale,Google Ads,South America,372392,2233,359,3207.66,8387.3,2024-10-25,2024-11-04
2401,Mega Campaign,Instagram,North America,94207,1259,25,4807.12,14595.49,2025-04-03,2025-04-13
2402,Spring Promo,Facebook,South America,140986,155,110,1437.17,6746.93,2024-05-26,2024-06-01
2403,Mega Campaign,Twitter,South America,420079,4996,414,4464.08,5083.5,2025-04-10,2025-04-23
2404,Autumn Deals,Facebook,South America,340652,953,76,2890.25,4802.72,2025-03-22,2025-03-30
2405,Mega Campaign,LinkedIn,Australia,84097,3523,307,4909.54,9234.82,2024-08-14,2024-08-27
2406,Mega Campaign,Twitter,North America,100411,4546,375,1458.61,6621.87,2025-02-02,2025-02-08
2407,Summer Sale,Google Ads,Asia,132791,2647,315,4616.21,10645.22,2024-09-21,2024-10-01
2408,Winter Blast,Google Ads,Europe,294548,3041,175,1641.94,7109.24,2024-10-02,2024-10-17
2409,Mega Campaign,Facebook,Australia,299459,1753,332,1041.87,9640.05,2024-09-18,2024-09-30
2410,Summer Sale,Twitter,Asia,341311,2144,44,3328.12,4041.56,2024-12-12,2024-12-17
2411,Autumn Deals,Google Ads,South America,13451,3578,423,4069.57,11434.66,2025-02-12,2025-02-21
2412,Spring Promo,Facebook,Europe,482042,813,292,4731.26,13547.66,2025-01-12,2025-01-18
2413,Summer Sale,Facebook,Australia,378867,4943,208,1245.65,10471.47,2024-10-11,2024-10-24
2414,Spring Promo,Facebook,Australia,46765,4237,384,3210.28,5809.71,2025-01-15,2025-01-20
2415,Summer Sale,LinkedIn,Europe,41492,1651,488,2167.21,3540.88,2025-01-10,2025-01-17
2416,Spring Promo,Twitter,Europe,235402,4767,91,984.17,6132.02,2024-07-19,2024-07-22
2417,Spring Promo,LinkedIn,North America,18269,922,377,1935.54,7716.32,2025-04-14,2025-04-25
2418,Summer Sale,Instagram,Africa,451394,2285,490,4412.97,9552.0,2024-07-08,2024-07-16
2419,Spring Promo,Instagram,Europe,26195,1398,348,197.31,5011.29,2025-03-16,2025-03-28
2420,Autumn Deals,LinkedIn,North America,290886,307,158,3798.94,9277.71,2025-03-01,2025-03-08
2421,Spring Promo,Twitter,Europe,84673,4928,230,1584.81,6580.68,2024-07-20,2024-07-30
2422,Winter Blast,Facebook,Australia,163943,486,415,4057.04,6825.06,2024-05-18,2024-05-26
2423,Mega Campaign,Twitter,South America,78775,1550,55,2392.85,4792.16,2024-05-05,2024-05-17
2424,Spring Promo,Facebook,Africa,42959,2864,33,4613.81,9511.42,2025-02-03,2025-02-08
2425,Mega Campaign,LinkedIn,Europe,56819,185,162,319.42,6098.45,2025-04-14,2025-04-18
2426,Winter Blast,Twitter,Europe,219418,3444,265,2558.62,9203.85,2024-08-07,2024-08-16
2427,Spring Promo,Facebook,South America,35326,4691,282,1574.39,9554.83,2025-02-19,2025-02-23
2428,Summer Sale,Facebook,Australia,161635,4181,428,1256.29,7989.35,2024-12-21,2025-01-05
2429,Summer Sale,Instagram,Asia,54397,2830,494,1502.59,6599.56,2025-04-22,2025-04-29
2430,Autumn Deals,LinkedIn,Asia,194921,3881,464,1175.92,5260.78,2024-12-11,2024-12-22
2431,Autumn Deals,Google Ads,Australia,254006,4700,367,219.76,307.65,2025-03-05,2025-03-08
2432,Autumn Deals,LinkedIn,Europe,75727,2510,390,1536.38,11136.7,2024-09-24,2024-10-02
2433,Spring Promo,Twitter,Europe,206886,2644,141,3056.38,3663.85,2025-03-06,2025-03-13
2434,Autumn Deals,LinkedIn,North America,17303,4677,426,1901.04,3196.61,2024-12-18,2024-12-31
2435,Winter Blast,Instagram,Australia,312708,869,243,3544.76,7761.39,2024-09-13,2024-09-24
2436,Mega Campaign,Google Ads,Africa,351533,4054,204,315.5,6954.53,2025-01-11,2025-01-21
2437,Spring Promo,Google Ads,Australia,96408,801,221,1024.22,9771.98,2024-10-01,2024-10-15
2438,Autumn Deals,Google Ads,South America,218437,4626,362,1066.69,2295.99,2025-03-07,2025-03-15
2439,Mega Campaign,Google Ads,North America,482782,1752,44,4635.19,11611.71,2025-01-06,2025-01-15
2440,Winter Blast,LinkedIn,Australia,374442,405,272,2974.2,7805.27,2024-11-06,2024-11-14
2441,Autumn Deals,Instagram,Asia,482779,4902,206,4606.14,9235.03,2024-11-26,2024-12-07
2442,Mega Campaign,Google Ads,Australia,392897,327,233,391.18,2548.42,2024-10-03,2024-10-10
2443,Summer Sale,Instagram,Europe,188509,3526,72,1395.49,6897.23,2025-01-27,2025-02-09
2444,Mega Campaign,Instagram,Australia,303072,173,91,3070.82,8671.15,2024-06-17,2024-07-02
2445,Spring Promo,Twitter,North America,287891,2995,21,1604.04,5276.09,2024-09-19,2024-09-29
2446,Summer Sale,Twitter,Africa,68120,2756,222,367.21,4555.85,2025-01-02,2025-01-08
2447,Winter Blast,Google Ads,Australia,339501,1933,30,1692.04,4553.64,2025-02-08,2025-02-11
2448,Spring Promo,Facebook,North America,314152,1480,97,3822.2,5674.29,2024-11-03,2024-11-18
2449,Mega Campaign,Facebook,Asia,236549,2138,216,2172.23,3547.55,2025-01-28,2025-02-09
2450,Summer Sale,Facebook,Africa,461634,4176,174,835.3,4310.73,2024-08-27,2024-09-03
2451,Winter Blast,Google Ads,Australia,297531,4312,429,2246.3,4322.0,2024-12-29,2025-01-03
2452,Autumn Deals,Instagram,South America,171081,3728,397,1914.62,8446.12,2024-08-27,2024-09-06
2453,Spring Promo,Google Ads,Asia,487049,3260,450,591.96,4596.73,2024-10-03,2024-10-17
2454,Summer Sale,LinkedIn,North America,127298,3963,199,1134.54,3973.24,2024-10-16,2024-10-25
2455,Spring Promo,LinkedIn,Asia,383985,69,16,4884.6,8062.63,2025-01-19,2025-01-29
2456,Autumn Deals,Twitter,Australia,188887,4792,244,3606.62,6396.18,2024-10-03,2024-10-13
2457,Summer Sale,LinkedIn,Africa,217727,4061,193,4836.32,6899.75,2024-12-16,2024-12-29
2458,Winter Blast,Google Ads,North America,19884,3537,116,2922.09,8040.15,2025-04-15,2025-04-22
2459,Autumn Deals,LinkedIn,Africa,447181,1114,162,1970.11,11504.27,2025-03-22,2025-03-31
2460,Winter Blast,Google Ads,Asia,260150,2474,150,3429.87,9304.38,2025-01-08,2025-01-16
2461,Spring Promo,Twitter,Africa,74175,4964,306,3636.98,7137.23,2025-02-16,2025-02-28
2462,Autumn Deals,Facebook,North America,180392,3447,155,2785.79,12322.92,2025-02-06,2025-02-09
2463,Winter Blast,Facebook,Australia,9234,4335,157,4206.84,7238.66,2024-06-09,2024-06-15
2464,Mega Campaign,Facebook,Australia,36722,1155,206,1238.35,7460.6,2024-08-20,2024-08-30
2465,Spring Promo,Twitter,Europe,384292,2111,457,3022.82,6118.89,2024-07-23,2024-08-05
2466,Mega Campaign,Google Ads,Africa,454143,4741,210,4134.37,4784.96,2025-01-29,2025-02-10
2467,Autumn Deals,LinkedIn,Europe,85359,1873,261,3797.17,12214.06,2024-10-07,2024-10-22
2468,Spring Promo,Instagram,Europe,242006,1630,191,4060.77,12946.64,2025-02-04,2025-02-17
2469,Winter Blast,Google Ads,Africa,470605,647,98,302.17,7386.9,2024-09-08,2024-09-23
2470,Spring Promo,Google Ads,Asia,218788,264,174,521.63,10078.37,2024-05-06,2024-05-17
2471,Winter Blast,Twitter,South America,450241,1866,36,3730.37,5434.57,2025-04-28,2025-05-05
2472,Spring Promo,Google Ads,North America,245808,1179,224,1672.92,11286.64,2024-08-04,2024-08-18
2473,Summer Sale,Twitter,North America,101749,4488,217,4154.38,6040.92,2024-05-29,2024-06-08
2474,Autumn Deals,Facebook,Africa,261102,4961,206,3435.26,4691.37,2024-10-20,2024-11-01
2475,Autumn Deals,Twitter,Africa,397345,1506,204,1522.18,4456.7,2024-09-04,2024-09-10
2476,Winter Blast,Google Ads,North America,447770,2023,232,4078.01,8895.6,2024-09-11,2024-09-16
2477,Summer Sale,Instagram,Australia,110943,3505,41,2059.79,3299.55,2025-02-19,2025-02-28
2478,Summer Sale,Facebook,Australia,366041,3899,469,998.15,7248.25,2024-12-03,2024-12-12
2479,Winter Blast,LinkedIn,Australia,122086,137,46,147.79,6540.95,2024-07-09,2024-07-16
2480,Autumn Deals,Instagram,Africa,25720,1091,204,4055.25,10809.38,2024-12-25,2025-01-08
2481,Summer Sale,LinkedIn,North America,375989,4986,498,3667.39,9274.18,2024-07-02,2024-07-16
2482,Winter Blast,LinkedIn,North America,52090,4540,249,4151.42,8998.11,2025-02-24,2025-03-10
2483,Summer Sale,Instagram,North America,430485,4199,455,4540.04,5580.53,2024-12-24,2025-01-02
2484,Autumn Deals,LinkedIn,Europe,331701,3751,387,792.51,4550.08,2025-01-22,2025-01-26
2485,Mega Campaign,Google Ads,Africa,333656,4557,187,1532.64,4022.41,2024-05-27,2024-06-10
2486,Autumn Deals,LinkedIn,Asia,87066,3783,28,658.83,9029.94,2024-05-19,2024-05-28
2487,Winter Blast,Facebook,North America,80184,3954,355,2542.67,4840.51,2025-04-12,2025-04-15
2488,Autumn Deals,Twitter,Europe,415034,3177,457,108.26,6137.37,2025-01-24,2025-02-06
2489,Spring Promo,Instagram,Australia,244110,2281,149,452.62,4293.18,2024-11-20,2024-12-02
2490,Mega Campaign,Google Ads,Africa,218686,3645,146,1000.91,4176.07,2024-06-25,2024-07-06
2491,Summer Sale,LinkedIn,Africa,353031,3491,435,2925.82,5891.72,2025-04-07,2025-04-20
2492,Summer Sale,Facebook,Africa,407690,4284,200,3003.04,12879.38,2025-04-06,2025-04-17
2493,Autumn Deals,Facebook,Africa,114114,1357,446,4763.13,8752.85,2024-10-27,2024-11-03
2494,Spring Promo,Google Ads,North America,393334,2974,327,4239.55,11716.49,2024-05-17,2024-05-20
2495,Summer Sale,Facebook,Africa,99265,4684,225,4652.19,4901.05,2024-11-30,2024-12-06
2496,Winter Blast,Instagram,Europe,227455,3909,58,2993.72,12667.36,2024-08-22,2024-08-27
2497,Spring Promo,Google Ads,Australia,75992,4339,31,3561.56,5008.26,2024-07-21,2024-07-31
2498,Spring Promo,LinkedIn,North America,206766,4843,268,3198.52,12665.18,2024-05-28,2024-06-01
2499,Autumn Deals,Twitter,Europe,70252,1133,138,4616.77,6151.51,2024-10-17,2024-10-22
2500,Spring Promo,Facebook,Australia,345624,3342,336,124.43,4840.27,2024-12-05,2024-12-17
2501,Winter Blast,Twitter,North America,392674,1186,160,3928.7,4526.26,2024-08-27,2024-09-01
2502,Winter Blast,Twitter,Africa,408309,821,229,1587.13,7430.53,2024-06-04,2024-06-11
2503,Autumn Deals,Facebook,Asia,212836,2522,348,1961.29,11113.87,2025-04-10,2025-04-20
2504,Summer Sale,Instagram,Europe,187971,844,130,228.98,9889.69,2024-06-13,2024-06-28
2505,Spring Promo,Facebook,South America,442140,823,245,3639.08,6281.14,2024-09-05,2024-09-08
2506,Autumn Deals,Facebook,Europe,123842,2259,245,4420.12,8617.22,2025-05-01,2025-05-10
2507,Winter Blast,Instagram,Australia,173567,1435,138,852.87,7657.33,2024-06-15,2024-06-18
2508,Summer Sale,Facebook,South America,75064,3742,153,262.35,3550.6,2024-06-14,2024-06-28
2509,Winter Blast,Instagram,Europe,150406,3630,345,4219.57,10292.39,2025-02-17,2025-02-27
2510,Spring Promo,Twitter,South America,451287,789,471,3560.79,8882.72,2025-05-03,2025-05-09
2511,Winter Blast,Facebook,Australia,244861,1909,246,3605.65,4143.66,2024-07-16,2024-07-20
2512,Winter Blast,Facebook,Europe,225089,324,130,4370.99,6838.46,2024-08-08,2024-08-23
2513,Summer Sale,Google Ads,North America,279996,2812,270,1621.12,10211.48,2025-02-27,2025-03-04
2514,Autumn Deals,LinkedIn,Asia,143373,2600,111,4870.58,13632.01,2024-12-13,2024-12-23
2515,Autumn Deals,LinkedIn,Africa,354799,1401,63,3188.76,3738.52,2025-04-10,2025-04-23
2516,Autumn Deals,Facebook,Africa,382594,936,429,288.4,1689.99,2025-03-22,2025-04-03
2517,Spring Promo,Facebook,South America,490717,4479,443,2701.81,6542.48,2024-08-04,2024-08-07
2518,Winter Blast,Twitter,Europe,343503,3874,386,3387.09,7096.73,2025-03-11,2025-03-18
2519,Winter Blast,Instagram,Australia,235055,3492,134,1998.46,4044.33,2025-03-23,2025-03-31
2520,Autumn Deals,LinkedIn,South America,350552,2467,436,731.67,819.69,2024-12-23,2025-01-05
2521,Autumn Deals,Instagram,Asia,385194,1021,23,3338.57,11874.38,2024-10-22,2024-10-25
2522,Winter Blast,LinkedIn,Europe,327311,4353,268,3558.02,7317.87,2024-05-25,2024-06-04
2523,Summer Sale,LinkedIn,Europe,169555,1565,168,992.79,10832.3,2025-04-22,2025-04-29
2524,Spring Promo,Twitter,Australia,166620,1475,127,2438.94,3352.09,2025-03-24,2025-03-28
2525,Autumn Deals,Facebook,Asia,10862,4596,368,3213.33,4947.24,2025-02-09,2025-02-20
2526,Winter Blast,Twitter,Australia,305016,1344,243,1392.43,7893.55,2025-02-19,2025-03-02
2527,Autumn Deals,LinkedIn,South America,124670,2597,431,647.87,1359.45,2025-01-27,2025-02-10
2528,Mega Campaign,Instagram,Australia,387999,4748,461,1133.27,4836.23,2024-08-06,2024-08-17
2529,Spring Promo,Facebook,South America,437404,2259,460,611.37,5027.83,2025-01-06,2025-01-18
2530,Winter Blast,LinkedIn,Europe,374996,2269,461,1664.73,6779.89,2024-12-24,2025-01-07
2531,Spring Promo,Instagram,South America,329196,867,177,3137.72,11762.99,2025-04-13,2025-04-19
2532,Spring Promo,Facebook,South America,172106,2736,46,4320.39,13659.48,2024-05-08,2024-05-11
2533,Winter Blast,LinkedIn,Australia,204523,4701,211,3663.84,10100.94,2025-01-29,2025-02-06
2534,Winter Blast,Twitter,Australia,211381,2637,110,2207.12,6587.15,2024-05-10,2024-05-22
2535,Autumn Deals,Facebook,Asia,322349,1461,423,1573.9,6703.41,2024-05-08,2024-05-11
2536,Winter Blast,Twitter,North America,87364,1633,192,1604.26,2253.48,2025-02-21,2025-03-03
2537,Spring Promo,LinkedIn,Europe,430745,2510,151,3074.35,9542.26,2024-10-04,2024-10-10
2538,Autumn Deals,LinkedIn,Australia,37957,2838,115,1216.12,4132.12,2024-09-21,2024-10-05
2539,Autumn Deals,Google Ads,Africa,312682,3623,266,1670.48,2735.66,2025-01-07,2025-01-16
2540,Autumn Deals,Facebook,Australia,377658,3550,74,3367.17,12908.15,2025-03-08,2025-03-13
2541,Mega Campaign,Google Ads,South America,318944,4418,304,1412.84,3993.92,2024-09-14,2024-09-19
2542,Winter Blast,Instagram,Asia,325588,3359,228,3621.28,8124.83,2025-01-08,2025-01-14
2543,Autumn Deals,Instagram,North America,358173,374,16,2396.04,12042.26,2025-03-29,2025-04-01
2544,Winter Blast,LinkedIn,Australia,457459,935,383,987.38,10829.09,2024-05-24,2024-06-07
2545,Mega Campaign,Instagram,Australia,231775,3370,37,3231.82,8104.6,2025-02-23,2025-03-10
2546,Autumn Deals,Twitter,Asia,168217,811,461,1098.94,3471.24,2024-05-29,2024-06-03
2547,Winter Blast,Google Ads,South America,322824,4940,340,2462.54,6895.08,2024-10-30,2024-11-03
2548,Winter Blast,Facebook,Europe,422762,4386,495,2220.17,3011.22,2024-11-24,2024-11-29
2549,Spring Promo,Twitter,South America,466847,2267,66,3026.65,10122.49,2025-04-14,2025-04-23
2550,Mega Campaign,Facebook,North America,452829,877,363,3909.41,4878.51,2025-04-27,2025-04-30
2551,Autumn Deals,Instagram,Australia,483070,2118,7,3066.54,3629.16,2024-10-22,2024-11-06
